name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC
Oryza_glaberrima_pi.1.22300001.22400000.fasta	72875	950	350.185	212.091	2.37995	0.421312
Oryza_glaberrima_pi.12.2300001.2400000.fasta	81402	319	76.4383	71.218	0.266161	0.419189
Oryza_glaberrima_pi.12.23100001.23200000.fasta	81518	404	82.8539	90.1946	-0.296141	0.416764
Oryza_glaberrima_pi.12.23200001.23300000.fasta	87230	275	53.2912	61.3948	-0.478516	0.40555
Oryza_glaberrima_pi.12.23300001.23400000.fasta	73919	229	27.1479	51.1251	-1.69636	0.412394
Oryza_glaberrima_pi.12.23400001.23500000.fasta	93033	368	62.3368	82.1574	-0.877166	0.409123
Oryza_glaberrima_pi.12.23500001.23600000.fasta	76323	448	76.9922	100.018	-0.838327	0.402728
Oryza_glaberrima_pi.12.23600001.23700000.fasta	80266	310	54.286	69.2087	-0.782708	0.424
Oryza_glaberrima_pi.12.23700001.23800000.fasta	43328	70	8.51527	15.6278	-1.59722	0.432213
Oryza_glaberrima_pi.12.23800001.23900000.fasta	91978	425	90.7164	94.8829	-0.159843	0.397576
Oryza_glaberrima_pi.12.23900001.24000000.fasta	84506	411	89.4538	91.7573	-0.091362	0.405943
Oryza_glaberrima_pi.12.24000001.24100000.fasta	79345	331	46.2342	73.897	-1.35976	0.41892
Oryza_glaberrima_pi.1.22400001.22500000.fasta	82180	664	129.48	148.241	-0.461931	0.43236
Oryza_glaberrima_pi.12.2400001.2500000.fasta	88626	360	56.1942	80.3714	-1.09354	0.428248
Oryza_glaberrima_pi.12.24100001.24200000.fasta	91685	544	75.6138	121.45	-1.37606	0.42117
Oryza_glaberrima_pi.12.24200001.24300000.fasta	86986	421	58.6342	93.9899	-1.36918	0.405845
Oryza_glaberrima_pi.12.24300001.24400000.fasta	86779	352	52.8871	78.5854	-1.18851	0.40698
Oryza_glaberrima_pi.12.24400001.24500000.fasta	83432	1005	255.262	224.37	0.503353	0.432638
Oryza_glaberrima_pi.12.24500001.24600000.fasta	73020	588	165.571	131.273	0.953028	0.407443
Oryza_glaberrima_pi.12.24600001.24700000.fasta	92623	433	85.3176	96.6689	-0.427499	0.417263
Oryza_glaberrima_pi.12.24700001.24800000.fasta	85169	322	54.0866	71.8878	-0.899232	0.423452
Oryza_glaberrima_pi.12.24800001.24900000.fasta	94642	574	124.986	128.148	-0.0899806	0.411494
Oryza_glaberrima_pi.12.24900001.25000000.fasta	89226	323	45.6224	72.111	-1.33398	0.431848
Oryza_glaberrima_pi.12.25000001.25100000.fasta	97267	202	20.8248	45.0973	-1.94322	0.438329
Oryza_glaberrima_pi.1.22500001.22600000.fasta	76870	445	93.4535	99.348	-0.216048	0.415266
Oryza_glaberrima_pi.12.2500001.2600000.fasta	88269	756	185.084	168.78	0.352792	0.427748
Oryza_glaberrima_pi.12.25100001.25200000.fasta	28563	267	82.0344	59.6088	1.36344	0.401853
Oryza_glaberrima_pi.12.25200001.25300000.fasta	48166	390	57.3796	87.069	-1.2404	0.414938
Oryza_glaberrima_pi.12.25300001.25400000.fasta	73286	1068	180.125	238.435	-0.894234	0.401288
Oryza_glaberrima_pi.12.25400001.25500000.fasta	83728	909	210.411	202.938	0.134581	0.390429
Oryza_glaberrima_pi.12.25500001.25600000.fasta	84728	218	43.068	48.6693	-0.415993	0.415458
Oryza_glaberrima_pi.12.25600001.25700000.fasta	51619	363	87.1552	81.0412	0.274272	0.434354
Oryza_glaberrima_pi.12.25700001.25800000.fasta	82442	427	89.225	95.3294	-0.233102	0.445442
Oryza_glaberrima_pi.12.25800001.25900000.fasta	73262	233	42.6267	52.0182	-0.653178	0.398837
Oryza_glaberrima_pi.12.25900001.26000000.fasta	89195	226	26.0733	50.4554	-1.74758	0.416179
Oryza_glaberrima_pi.12.26000001.26100000.fasta	79525	439	87.6635	98.0085	-0.384311	0.421711
Oryza_glaberrima_pi.1.22600001.22700000.fasta	91544	746	200.084	166.547	0.735357	0.443023
Oryza_glaberrima_pi.12.2600001.2700000.fasta	96405	446	80.3835	99.5712	-0.70171	0.413678
Oryza_glaberrima_pi.12.26100001.26200000.fasta	88907	475	78.4894	106.046	-0.946636	0.42079
Oryza_glaberrima_pi.12.26200001.26300000.fasta	85815	428	72.2439	95.5527	-0.888003	0.393572
Oryza_glaberrima_pi.12.26300001.26400000.fasta	78633	493	118.46	110.064	0.277962	0.434621
Oryza_glaberrima_pi.12.26400001.26500000.fasta	89962	426	74.5292	95.1062	-0.787578	0.398559
Oryza_glaberrima_pi.12.26500001.26600000.fasta	33806	319	86.733	71.218	0.791044	0.429315
Oryza_glaberrima_pi.12.26600001.26700000.fasta	84054	252	39.0421	56.26	-1.10835	0.428243
Oryza_glaberrima_pi.12.26700001.26800000.fasta	80044	578	154.812	129.041	0.728438	0.403496
Oryza_glaberrima_pi.12.26800001.26900000.fasta	58753	923	192.696	206.063	-0.2371	0.414307
Oryza_glaberrima_pi.12.26900001.27000000.fasta	53058	295	80.9903	65.8599	0.833525	0.399243
Oryza_glaberrima_pi.12.27000001.27100000.fasta	76174	315	49.4719	70.325	-1.07658	0.402882
Oryza_glaberrima_pi.1.22700001.22800000.fasta	90078	416	69.4917	92.8736	-0.916289	0.402818
Oryza_glaberrima_pi.12.2700001.2800000.fasta	81801	590	123.19	131.72	-0.236219	0.415733
Oryza_glaberrima_pi.12.27100001.27200000.fasta	73293	579	147.383	129.264	0.511263	0.441218
Oryza_glaberrima_pi.12.27200001.27300000.fasta	84582	297	68.051	66.3064	0.0954665	0.435653
Oryza_glaberrima_pi.12.27300001.27400000.fasta	94204	488	121.948	108.948	0.434771	0.440025
Oryza_glaberrima_pi.12.27400001.27500000.fasta	88508	316	48.0802	70.5482	-1.15632	0.445397
Oryza_glaberrima_pi.1.22800001.22900000.fasta	90661	598	131.684	133.506	-0.0497905	0.420392
Oryza_glaberrima_pi.12.2800001.2900000.fasta	94663	661	150.399	147.571	0.0699579	0.402851
Oryza_glaberrima_pi.1.22900001.23000000.fasta	95312	411	75.847	91.7573	-0.631018	0.42471
Oryza_glaberrima_pi.12.2900001.3000000.fasta	82754	598	124.87	133.506	-0.235974	0.409318
Oryza_glaberrima_pi.1.23000001.23100000.fasta	75188	589	115.558	131.497	-0.442122	0.407684
Oryza_glaberrima_pi.12.3000001.3100000.fasta	94362	931	257.486	207.849	0.872854	0.421495
Oryza_glaberrima_pi.1.2300001.2400000.fasta	65459	296	42.2631	66.0832	-1.30784	0.410775
Oryza_glaberrima_pi.12.300001.400000.fasta	83944	724	270.458	161.636	2.45832	0.431839
Oryza_glaberrima_pi.1.23100001.23200000.fasta	80460	1131	268.033	252.5	0.224976	0.401284
Oryza_glaberrima_pi.12.3100001.3200000.fasta	93217	601	161.735	134.176	0.749311	0.417574
Oryza_glaberrima_pi.1.23200001.23300000.fasta	82209	1022	235.756	228.165	0.121635	0.433476
Oryza_glaberrima_pi.12.3200001.3300000.fasta	91889	843	253.218	188.203	1.26216	0.423452
Oryza_glaberrima_pi.1.23300001.23400000.fasta	90542	491	96.6531	109.618	-0.430951	0.430361
Oryza_glaberrima_pi.12.3300001.3400000.fasta	84412	411	117.52	91.7573	1.02178	0.42796
Oryza_glaberrima_pi.1.23400001.23500000.fasta	75470	1020	358.56	227.719	2.10069	0.436075
Oryza_glaberrima_pi.12.3400001.3500000.fasta	96051	660	218.951	147.348	1.77364	0.411388
Oryza_glaberrima_pi.1.23500001.23600000.fasta	63424	628	131.792	140.203	-0.218914	0.461325
Oryza_glaberrima_pi.12.3500001.3600000.fasta	89405	344	89.0193	76.7993	0.578182	0.407731
Oryza_glaberrima_pi.1.23600001.23700000.fasta	80124	1953	680.104	436.015	2.04983	0.422322
Oryza_glaberrima_pi.12.3600001.3700000.fasta	62517	638	201.546	142.436	1.51441	0.387643
Oryza_glaberrima_pi.1.23700001.23800000.fasta	89297	733	154.185	163.645	-0.211105	0.436688
Oryza_glaberrima_pi.12.3700001.3800000.fasta	72479	520	124.72	116.092	0.270894	0.402323
Oryza_glaberrima_pi.1.23800001.23900000.fasta	87014	669	151.495	149.357	0.0522542	0.430186
Oryza_glaberrima_pi.12.3800001.3900000.fasta	77704	423	146.13	94.4364	1.99251	0.402972
Oryza_glaberrima_pi.1.23900001.24000000.fasta	93027	506	95.8048	112.966	-0.553663	0.419655
Oryza_glaberrima_pi.12.3900001.4000000.fasta	89975	1522	528.962	339.792	2.03754	0.419303
Oryza_glaberrima_pi.1.24000001.24100000.fasta	88694	911	198.802	203.384	-0.0823372	0.419292
Oryza_glaberrima_pi.12.4000001.4100000.fasta	87387	789	280.552	176.147	2.16503	0.438085
Oryza_glaberrima_pi.1.2400001.2500000.fasta	54257	281	57.1533	62.7343	-0.322599	0.407539
Oryza_glaberrima_pi.12.400001.500000.fasta	93022	701	213.119	156.501	1.32079	0.44567
Oryza_glaberrima_pi.1.24100001.24200000.fasta	90992	626	100.729	139.757	-1.01897	0.43939
Oryza_glaberrima_pi.12.4100001.4200000.fasta	86587	1448	610.154	323.272	3.24756	0.409289
Oryza_glaberrima_pi.1.24200001.24300000.fasta	95881	813	215.908	181.505	0.692416	0.417419
Oryza_glaberrima_pi.12.4200001.4300000.fasta	61566	1225	417.534	273.486	1.92672	0.450207
Oryza_glaberrima_pi.1.24300001.24400000.fasta	94262	451	117.165	100.688	0.595957	0.431286
Oryza_glaberrima_pi.12.4300001.4400000.fasta	43688	714	208.258	159.403	1.11903	0.424728
Oryza_glaberrima_pi.1.24400001.24500000.fasta	94283	596	173.532	133.059	1.10959	0.43187
Oryza_glaberrima_pi.12.4400001.4500000.fasta	87390	1084	374.217	242.007	1.99772	0.400817
Oryza_glaberrima_pi.1.24500001.24600000.fasta	95788	430	102.352	95.9992	0.240924	0.417838
Oryza_glaberrima_pi.12.4500001.4600000.fasta	86806	912	177.962	203.608	-0.460326	0.388865
Oryza_glaberrima_pi.1.24600001.24700000.fasta	93754	468	84.1795	104.483	-0.70784	0.434257
Oryza_glaberrima_pi.12.4600001.4700000.fasta	60824	437	114.054	97.5619	0.615454	0.387559
Oryza_glaberrima_pi.1.24700001.24800000.fasta	88766	466	121.64	104.036	0.61633	0.428633
Oryza_glaberrima_pi.12.4700001.4800000.fasta	94122	1039	300.916	231.961	1.08692	0.410695
Oryza_glaberrima_pi.1.24800001.24900000.fasta	94030	711	248.286	158.734	2.05983	0.432833
Oryza_glaberrima_pi.12.4800001.4900000.fasta	85578	730	157.979	162.975	-0.111937	0.411218
Oryza_glaberrima_pi.1.24900001.25000000.fasta	96676	1068	315.173	238.435	1.17684	0.450784
Oryza_glaberrima_pi.12.4900001.5000000.fasta	69927	1250	305.519	279.067	0.346741	0.429193
Oryza_glaberrima_pi.1.25000001.25100000.fasta	92088	756	111.681	168.78	-1.23551	0.425749
Oryza_glaberrima_pi.12.5000001.5100000.fasta	86660	528	136.652	117.878	0.580601	0.399786
Oryza_glaberrima_pi.1.2500001.2600000.fasta	52273	306	56.7315	68.3157	-0.615459	0.437389
Oryza_glaberrima_pi.12.500001.600000.fasta	62897	146	29.0099	32.5951	-0.394779	0.434632
Oryza_glaberrima_pi.1.25100001.25200000.fasta	77226	434	106.763	96.8922	0.370901	0.436826
Oryza_glaberrima_pi.12.5100001.5200000.fasta	50321	397	92.3631	88.6318	0.153166	0.426327
Oryza_glaberrima_pi.1.25200001.25300000.fasta	88861	645	105.586	143.999	-0.973522	0.418676
Oryza_glaberrima_pi.12.5200001.5300000.fasta	15767	81	21.991	18.0836	0.762703	0.393575
Oryza_glaberrima_pi.1.25300001.25400000.fasta	89278	1027	236.982	229.282	0.122796	0.407618
Oryza_glaberrima_pi.12.5300001.5400000.fasta	35716	475	116.209	106.046	0.349149	0.418684
Oryza_glaberrima_pi.1.25400001.25500000.fasta	93477	498	66.2198	111.18	-1.47365	0.414438
Oryza_glaberrima_pi.12.5400001.5500000.fasta	53001	280	60.0257	62.5111	-0.144172	0.39423
Oryza_glaberrima_pi.1.25500001.25600000.fasta	72045	536	103.453	119.664	-0.493901	0.443179
Oryza_glaberrima_pi.12.5500001.5600000.fasta	75667	1052	262.304	234.863	0.42721	0.408196
Oryza_glaberrima_pi.1.25600001.25700000.fasta	71221	408	71.9079	91.0876	-0.766235	0.431428
Oryza_glaberrima_pi.12.5600001.5700000.fasta	74215	354	82.7813	79.0319	0.172437	0.38558
Oryza_glaberrima_pi.1.25700001.25800000.fasta	81149	521	128.309	116.315	0.375876	0.440536
Oryza_glaberrima_pi.12.5700001.5800000.fasta	77531	706	133.376	157.617	-0.561513	0.398419
Oryza_glaberrima_pi.1.25800001.25900000.fasta	68573	666	163.26	148.687	0.35775	0.42912
Oryza_glaberrima_pi.12.5800001.5900000.fasta	85216	1484	261.21	331.309	-0.774325	0.408783
Oryza_glaberrima_pi.1.25900001.26000000.fasta	84447	636	174.327	141.989	0.831077	0.429394
Oryza_glaberrima_pi.12.5900001.6000000.fasta	32638	394	88.5369	87.962	0.0237753	0.405484
Oryza_glaberrima_pi.1.26000001.26100000.fasta	82924	934	277.141	208.519	1.20283	0.442141
Oryza_glaberrima_pi.12.6000001.6100000.fasta	16764	413	84.8855	92.2039	-0.288856	0.412989
Oryza_glaberrima_pi.1.2600001.2700000.fasta	87510	419	70.8559	93.5434	-0.882755	0.425247
Oryza_glaberrima_pi.12.600001.700000.fasta	90247	776	171.896	173.245	-0.0284309	0.427079
Oryza_glaberrima_pi.1.26100001.26200000.fasta	92016	716	136.687	159.85	-0.529067	0.418299
Oryza_glaberrima_pi.12.6100001.6200000.fasta	60157	991	224.685	221.245	0.0568443	0.416352
Oryza_glaberrima_pi.1.26200001.26300000.fasta	76592	896	208.912	200.035	0.162166	0.41836
Oryza_glaberrima_pi.12.6200001.6300000.fasta	54973	643	146.693	143.552	0.0798416	0.400928
Oryza_glaberrima_pi.1.26300001.26400000.fasta	73708	451	111.667	100.688	0.39711	0.453876
Oryza_glaberrima_pi.12.6300001.6400000.fasta	27570	168	35.2608	37.5067	-0.21551	0.412985
Oryza_glaberrima_pi.1.26400001.26500000.fasta	87567	639	162.881	142.659	0.517282	0.430398
Oryza_glaberrima_pi.12.6400001.6500000.fasta	51842	619	167.271	138.194	0.767703	0.417161
Oryza_glaberrima_pi.1.26500001.26600000.fasta	69729	161	12.8039	35.9439	-2.31522	0.421722
Oryza_glaberrima_pi.12.6500001.6600000.fasta	56498	543	89.1176	121.227	-0.965723	0.388613
Oryza_glaberrima_pi.1.26600001.26700000.fasta	74538	249	29.0656	55.5902	-1.72775	0.420003
Oryza_glaberrima_pi.12.6600001.6700000.fasta	25712	239	49.5559	53.3577	-0.257861	0.405482
Oryza_glaberrima_pi.1.26700001.26800000.fasta	85589	436	80.2567	97.3387	-0.638925	0.446869
Oryza_glaberrima_pi.12.6700001.6800000.fasta	74160	782	173.506	174.585	-0.0225705	0.40545
Oryza_glaberrima_pi.1.26800001.26900000.fasta	75487	368	52.7167	82.1574	-1.30291	0.414622
Oryza_glaberrima_pi.12.6800001.6900000.fasta	66341	470	107.321	104.929	0.0830449	0.401384
Oryza_glaberrima_pi.1.26900001.27000000.fasta	44390	196	29.031	43.7578	-1.21453	0.438146
Oryza_glaberrima_pi.12.6900001.7000000.fasta	62457	617	178.302	137.748	1.07418	0.409776
Oryza_glaberrima_pi.1.27000001.27100000.fasta	90208	361	63.8871	80.5947	-0.75361	0.448394
Oryza_glaberrima_pi.12.7000001.7100000.fasta	37116	505	130.091	112.743	0.560768	0.402299
Oryza_glaberrima_pi.1.2700001.2800000.fasta	88731	426	82.0124	95.1062	-0.501162	0.411071
Oryza_glaberrima_pi.12.700001.800000.fasta	83853	739	139.582	164.985	-0.562248	0.412641
Oryza_glaberrima_pi.1.27100001.27200000.fasta	95364	331	40.3881	73.897	-1.64713	0.421664
Oryza_glaberrima_pi.12.7100001.7200000.fasta	79023	926	268.98	206.733	1.10049	0.409127
Oryza_glaberrima_pi.1.27200001.27300000.fasta	93284	274	34.8088	61.1716	-1.56233	0.42819
Oryza_glaberrima_pi.12.7200001.7300000.fasta	79554	1222	329.76	272.816	0.76352	0.414536
Oryza_glaberrima_pi.1.27300001.27400000.fasta	82529	313	49.1152	69.8785	-1.07872	0.434609
Oryza_glaberrima_pi.12.7300001.7400000.fasta	87030	888	189.628	198.249	-0.158915	0.412769
Oryza_glaberrima_pi.1.27400001.27500000.fasta	39947	312	76.7248	69.6552	0.368454	0.468559
Oryza_glaberrima_pi.12.7400001.7500000.fasta	86797	568	116.865	126.808	-0.285951	0.402061
Oryza_glaberrima_pi.1.27500001.27600000.fasta	89043	499	97.7133	111.404	-0.447829	0.430851
Oryza_glaberrima_pi.12.7500001.7600000.fasta	91978	784	148.966	175.031	-0.543941	0.401999
Oryza_glaberrima_pi.1.27600001.27700000.fasta	97922	271	41.2175	60.5018	-1.15535	0.422309
Oryza_glaberrima_pi.12.7600001.7700000.fasta	90876	435	66.0704	97.1154	-1.16384	0.404986
Oryza_glaberrima_pi.1.27700001.27800000.fasta	94636	430	105.386	95.9992	0.35595	0.422076
Oryza_glaberrima_pi.12.7700001.7800000.fasta	64164	509	99.445	113.636	-0.455148	0.394733
Oryza_glaberrima_pi.1.27800001.27900000.fasta	87440	858	169.056	191.552	-0.429108	0.458979
Oryza_glaberrima_pi.12.7800001.7900000.fasta	61177	486	73.102	108.501	-1.18873	0.399765
Oryza_glaberrima_pi.1.27900001.28000000.fasta	89635	573	97.7718	127.924	-0.859662	0.422673
Oryza_glaberrima_pi.12.7900001.8000000.fasta	71303	642	117.796	143.329	-0.650108	0.418112
Oryza_glaberrima_pi.1.28000001.28100000.fasta	84639	280	40.3662	62.5111	-1.28456	0.425732
Oryza_glaberrima_pi.12.8000001.8100000.fasta	78266	818	119.142	182.622	-1.26988	0.40784
Oryza_glaberrima_pi.1.2800001.2900000.fasta	78598	407	78.0984	90.8643	-0.511244	0.451875
Oryza_glaberrima_pi.12.800001.900000.fasta	77223	546	128.134	121.897	0.186567	0.417231
Oryza_glaberrima_pi.1.28100001.28200000.fasta	96384	561	115.436	125.245	-0.285616	0.423196
Oryza_glaberrima_pi.12.8100001.8200000.fasta	67275	1403	260.532	313.225	-0.615589	0.409854
Oryza_glaberrima_pi.1.28200001.28300000.fasta	88985	362	69.4916	80.8179	-0.509485	0.423087
Oryza_glaberrima_pi.12.8200001.8300000.fasta	67425	1196	275.739	267.012	0.119558	0.421804
Oryza_glaberrima_pi.1.28300001.28400000.fasta	91046	601	133.869	134.176	-0.00834143	0.448878
Oryza_glaberrima_pi.12.8300001.8400000.fasta	85291	1123	346.62	250.714	1.39897	0.390233
Oryza_glaberrima_pi.1.28400001.28500000.fasta	93112	485	74.5419	108.278	-1.1352	0.431939
Oryza_glaberrima_pi.12.8400001.8500000.fasta	54878	636	150.425	141.989	0.216798	0.425823
Oryza_glaberrima_pi.1.28500001.28600000.fasta	86090	555	122.424	123.906	-0.0436124	0.454167
Oryza_glaberrima_pi.12.8500001.8600000.fasta	31280	592	130.333	132.166	-0.0505866	0.424463
Oryza_glaberrima_pi.1.28600001.28700000.fasta	90346	584	135.087	130.38	0.131666	0.428003
Oryza_glaberrima_pi.12.8600001.8700000.fasta	37665	832	236.367	185.747	0.995643	0.40855
Oryza_glaberrima_pi.1.28700001.28800000.fasta	79528	260	42.562	58.046	-0.966439	0.420538
Oryza_glaberrima_pi.12.8700001.8800000.fasta	42928	398	99.044	88.855	0.417197	0.395864
Oryza_glaberrima_pi.1.28800001.28900000.fasta	80784	332	56.4882	74.1203	-0.864118	0.451595
Oryza_glaberrima_pi.12.8800001.8900000.fasta	77499	855	139.445	190.882	-0.984617	0.409197
Oryza_glaberrima_pi.1.28900001.29000000.fasta	88025	734	124.917	163.868	-0.86799	0.448122
Oryza_glaberrima_pi.12.8900001.9000000.fasta	42598	507	87.6129	113.19	-0.82353	0.400774
Oryza_glaberrima_pi.1.29000001.29100000.fasta	46181	462	117.121	103.143	0.49359	0.417142
Oryza_glaberrima_pi.12.9000001.9100000.fasta	52682	579	95.4792	129.264	-0.953286	0.41546
Oryza_glaberrima_pi.12.900001.1000000.fasta	87727	435	97.3243	97.1154	0.00783156	0.423868
Oryza_glaberrima_pi.1.2900001.3000000.fasta	65618	666	228.798	148.687	1.96658	0.44154
Oryza_glaberrima_pi.1.29100001.29200000.fasta	92015	510	91.0506	113.859	-0.730115	0.461851
Oryza_glaberrima_pi.12.9100001.9200000.fasta	60276	1193	338.863	266.342	0.995958	0.433844
Oryza_glaberrima_pi.1.29200001.29300000.fasta	87354	783	214.483	174.808	0.829015	0.444405
Oryza_glaberrima_pi.12.9200001.9300000.fasta	90865	1291	312.219	288.221	0.304626	0.388308
Oryza_glaberrima_pi.1.29300001.29400000.fasta	73494	495	159.816	110.511	1.62578	0.426241
Oryza_glaberrima_pi.12.9300001.9400000.fasta	48831	802	230.052	179.05	1.04054	0.39728
Oryza_glaberrima_pi.1.29400001.29500000.fasta	89206	404	92.0403	90.1946	0.0744616	0.419902
Oryza_glaberrima_pi.12.9400001.9500000.fasta	24383	256	63.335	57.153	0.391809	0.422559
Oryza_glaberrima_pi.1.29500001.29600000.fasta	85625	475	98.7869	106.046	-0.249358	0.448121
Oryza_glaberrima_pi.12.9500001.9600000.fasta	86671	1021	232.235	227.942	0.068855	0.403376
Oryza_glaberrima_pi.1.29600001.29700000.fasta	87542	677	151.572	151.143	0.0103538	0.430412
Oryza_glaberrima_pi.12.9600001.9700000.fasta	46825	730	192.309	162.975	0.657234	0.448029
Oryza_glaberrima_pi.1.29700001.29800000.fasta	91294	720	156.764	160.743	-0.0903753	0.420738
Oryza_glaberrima_pi.12.9700001.9800000.fasta	76970	1018	258.652	227.272	0.504796	0.4211
Oryza_glaberrima_pi.1.29800001.29900000.fasta	92696	720	171.93	160.743	0.254124	0.430471
Oryza_glaberrima_pi.12.9800001.9900000.fasta	67723	1104	303.497	246.472	0.846095	0.418815
Oryza_glaberrima_pi.12.9900001.10000000.fasta	74957	938	268.425	209.412	1.03001	0.40588
Oryza_glaberrima_pi.1.29900001.30000000.fasta	97452	503	93.1866	112.297	-0.620174	0.443015
Oryza_glaberrima_pi.1.30000001.30100000.fasta	97748	607	128.532	135.515	-0.187995	0.434205
Oryza_glaberrima_pi.1.3000001.3100000.fasta	82160	510	133.838	113.859	0.63951	0.461754
Oryza_glaberrima_pi.1.300001.400000.fasta	94018	347	70.2002	77.4691	-0.340976	0.403778
Oryza_glaberrima_pi.1.30100001.30200000.fasta	90586	575	150.628	128.371	0.632358	0.423923
Oryza_glaberrima_pi.1.30200001.30300000.fasta	95125	807	184.168	180.166	0.081157	0.435561
Oryza_glaberrima_pi.1.30300001.30400000.fasta	92500	582	121.383	129.934	-0.240036	0.435243
Oryza_glaberrima_pi.1.30400001.30500000.fasta	83499	478	94.4428	106.715	-0.418971	0.44522
Oryza_glaberrima_pi.1.30500001.30600000.fasta	92090	534	141.483	119.218	0.680892	0.452608
Oryza_glaberrima_pi.1.30600001.30700000.fasta	88967	653	110.985	145.785	-0.871202	0.431244
Oryza_glaberrima_pi.1.30700001.30800000.fasta	91249	481	76.5324	107.385	-1.04675	0.434108
Oryza_glaberrima_pi.1.30800001.30900000.fasta	96273	483	125.259	107.832	0.58884	0.431412
Oryza_glaberrima_pi.1.30900001.31000000.fasta	93311	655	206.774	146.231	1.51106	0.4506
Oryza_glaberrima_pi.1.31000001.31100000.fasta	86095	439	112.338	98.0085	0.532319	0.448488
Oryza_glaberrima_pi.1.3100001.3200000.fasta	68747	695	223.386	155.161	1.60523	0.434359
Oryza_glaberrima_pi.1.31100001.31200000.fasta	73991	329	94.2455	73.4505	1.02833	0.441018
Oryza_glaberrima_pi.1.31200001.31300000.fasta	91830	727	193.5	162.306	0.701804	0.465699
Oryza_glaberrima_pi.1.31300001.31400000.fasta	97767	245	29.2874	54.6972	-1.68182	0.443231
Oryza_glaberrima_pi.1.31400001.31500000.fasta	72745	262	49.6815	58.4925	-0.545796	0.455269
Oryza_glaberrima_pi.1.31500001.31600000.fasta	92552	436	109.207	97.3387	0.443921	0.424562
Oryza_glaberrima_pi.1.31600001.31700000.fasta	97539	314	71.6654	70.1017	0.0809825	0.433479
Oryza_glaberrima_pi.1.31700001.31800000.fasta	91718	567	149.103	126.585	0.648758	0.453221
Oryza_glaberrima_pi.1.31800001.31900000.fasta	97600	496	118.627	110.734	0.259754	0.435674
Oryza_glaberrima_pi.1.31900001.32000000.fasta	90776	727	175.746	162.306	0.302369	0.446361
Oryza_glaberrima_pi.1.32000001.32100000.fasta	91054	566	115.607	126.362	-0.31039	0.443513
Oryza_glaberrima_pi.1.3200001.3300000.fasta	51953	555	157.449	123.906	0.987161	0.421919
Oryza_glaberrima_pi.1.32100001.32200000.fasta	96934	578	141.225	129.041	0.344396	0.419044
Oryza_glaberrima_pi.1.32200001.32300000.fasta	83138	835	261.363	186.417	1.46885	0.443409
Oryza_glaberrima_pi.1.32300001.32400000.fasta	91687	626	152.42	139.757	0.33062	0.438469
Oryza_glaberrima_pi.1.32400001.32500000.fasta	83077	673	165.335	150.25	0.366471	0.421512
Oryza_glaberrima_pi.1.32500001.32600000.fasta	92714	640	163.429	142.882	0.524756	0.424258
Oryza_glaberrima_pi.1.32600001.32700000.fasta	96532	522	119.844	116.539	0.103397	0.411812
Oryza_glaberrima_pi.1.32700001.32800000.fasta	94190	336	61.0194	75.0133	-0.677732	0.441356
Oryza_glaberrima_pi.1.32800001.32900000.fasta	96548	514	91.5693	114.752	-0.736357	0.426513
Oryza_glaberrima_pi.1.32900001.33000000.fasta	87020	587	87.8889	131.05	-1.20135	0.421023
Oryza_glaberrima_pi.1.33000001.33100000.fasta	78832	611	112.709	136.408	-0.633867	0.437585
Oryza_glaberrima_pi.1.3300001.3400000.fasta	82960	661	139.83	147.571	-0.191455	0.423255
Oryza_glaberrima_pi.1.33100001.33200000.fasta	55424	490	105.35	109.394	-0.134712	0.434534
Oryza_glaberrima_pi.1.33200001.33300000.fasta	81061	400	56.4817	89.3016	-1.33718	0.434405
Oryza_glaberrima_pi.1.33300001.33400000.fasta	91702	783	141.886	174.808	-0.687907	0.45093
Oryza_glaberrima_pi.1.33400001.33500000.fasta	81700	861	194.819	192.222	0.0493685	0.44271
Oryza_glaberrima_pi.1.33500001.33600000.fasta	28324	62	6.03041	13.8417	-1.9698	0.420059
Oryza_glaberrima_pi.1.33600001.33700000.fasta	70252	502	96.17	112.073	-0.517131	0.459064
Oryza_glaberrima_pi.1.33700001.33800000.fasta	91951	766	179.094	171.012	0.172587	0.431117
Oryza_glaberrima_pi.1.33800001.33900000.fasta	61689	276	56.6201	61.6181	-0.294071	0.46327
Oryza_glaberrima_pi.1.33900001.34000000.fasta	85011	470	103.878	104.929	-0.0364811	0.436705
Oryza_glaberrima_pi.1.34000001.34100000.fasta	74496	532	123.148	118.771	0.134346	0.448745
Oryza_glaberrima_pi.1.3400001.3500000.fasta	98068	389	50.745	86.8458	-1.5121	0.419687
Oryza_glaberrima_pi.1.34100001.34200000.fasta	92936	579	122.152	129.264	-0.200666	0.440497
Oryza_glaberrima_pi.1.34200001.34300000.fasta	74143	1045	259.972	233.3	0.418003	0.433048
Oryza_glaberrima_pi.1.34300001.34400000.fasta	84601	469	70.6914	104.706	-1.18335	0.413843
Oryza_glaberrima_pi.1.34400001.34500000.fasta	74429	749	176.602	167.217	0.20495	0.416576
Oryza_glaberrima_pi.1.34500001.34600000.fasta	90275	773	195.653	172.575	0.488415	0.439824
Oryza_glaberrima_pi.1.34600001.34700000.fasta	96486	474	98.782	105.822	-0.242365	0.437542
Oryza_glaberrima_pi.1.34700001.34800000.fasta	86415	441	91.9767	98.455	-0.239583	0.422759
Oryza_glaberrima_pi.1.34800001.34900000.fasta	87513	609	149.308	135.962	0.358146	0.417188
