chr	start	stop	medianpos	name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC	pi_site_Oryza_barthii	name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC	pi_site_Oryza_glaberrima	ROD	RODmini-1
2	19600001	19700000	19650000.5	Oryza_barthii_pi.2.19600001.19700000.fasta	88283	1201	332.898	273.268	0.806128	0.415986	0.0037708053	Oryza_glaberrima_pi.2.19600001.19700000.fasta	88567	1038	326.998	231.738	1.50299	0.417793	0.0036920975	0.0208729271	0.0208729271
2	19700001	19800000	19750000.5	Oryza_barthii_pi.2.19700001.19800000.fasta	93619	2128	530.782	484.192	0.35587	0.447797	0.005669597	Oryza_glaberrima_pi.2.19700001.19800000.fasta	93794	1805	580.556	402.973	1.61338	0.448563	0.0061896923	-0.0917340902	-0.0917340902
2	19800001	19900000	19850000.5	Oryza_barthii_pi.2.19800001.19900000.fasta	83938	1071	300.727	243.689	0.864416	0.419293	0.0035827277	Oryza_glaberrima_pi.2.19800001.19900000.fasta	85672	964	256.221	215.217	0.696448	0.42011	0.0029907204	0.1652392675	0.1652392675
2	19900001	20000000	19950000.5	Oryza_barthii_pi.2.19900001.20000000.fasta	86018	879	230.961	200.002	0.571302	0.407947	0.002685031	Oryza_glaberrima_pi.2.19900001.20000000.fasta	86067	680	203.931	151.813	1.25318	0.408455	0.0023694447	0.1175354401	0.1175354401
2	20000001	20100000	20050000.5	Oryza_barthii_pi.2.20000001.20100000.fasta	92464	1546	413.024	351.768	0.643689	0.414021	0.0044668628	Oryza_glaberrima_pi.2.20000001.20100000.fasta	92383	1075	253.526	239.998	0.206114	0.415501	0.0027442928	0.385633068	0.385633068
2	20100001	20200000	20150000.5	Oryza_barthii_pi.2.20100001.20200000.fasta	87070	1041	212.036	236.863	-0.38706	0.438355	0.002435236	Oryza_glaberrima_pi.2.20100001.20200000.fasta	87010	744	130.326	166.101	-0.786536	0.4399	0.0014978278	0.3849352484	0.3849352484
2	20200001	20300000	20250000.5	Oryza_barthii_pi.2.20200001.20300000.fasta	58926	1532	453.245	348.582	1.10983	0.418649	0.0076917659	Oryza_glaberrima_pi.2.20200001.20300000.fasta	58771	1120	350.839	250.044	1.47422	0.421071	0.0059695938	0.2238981411	0.2238981411
2	20300001	20400000	20350000.5	Oryza_barthii_pi.2.20300001.20400000.fasta	84938	1924	454.57	437.775	0.141864	0.393832	0.005351786	Oryza_glaberrima_pi.2.20300001.20400000.fasta	83106	1346	266.603	300.5	-0.412728	0.392947	0.0032079874	0.4005762965	0.4005762965
2	20400001	20500000	20450000.5	Oryza_barthii_pi.2.20400001.20500000.fasta	73563	1700	467.761	386.808	0.773745	0.418697	0.006358645	Oryza_glaberrima_pi.2.20400001.20500000.fasta	73682	1310	278.057	292.463	-0.180212	0.417025	0.0037737439	0.4065175924	0.4065175924
2	20500001	20600000	20550000.5	Oryza_barthii_pi.2.20500001.20600000.fasta	79977	1855	541.139	422.076	1.04307	0.436137	0.0067661828	Oryza_glaberrima_pi.2.20500001.20600000.fasta	75752	596	145.993	133.059	0.354579	0.436663	0.0019272494	0.7151644422	0.7151644422
2	20600001	20700000	20650000.5	Oryza_barthii_pi.2.20600001.20700000.fasta	84098	1249	268.499	284.19	-0.203995	0.408876	0.0031926919	Oryza_glaberrima_pi.2.20600001.20700000.fasta	84464	682	88.7728	152.259	-1.52208	0.410436	0.0010510134	0.6708064869	0.6708064869
2	20700001	20800000	20750000.5	Oryza_barthii_pi.2.20700001.20800000.fasta	91392	1065	249.682	242.324	0.112146	0.419382	0.0027319897	Oryza_glaberrima_pi.2.20700001.20800000.fasta	91384	733	146.053	163.645	-0.392546	0.419914	0.0015982338	0.4149927273	0.4149927273
2	20800001	20900000	20850000.5	Oryza_barthii_pi.2.20800001.20900000.fasta	90051	1224	313.202	278.502	0.460315	0.427788	0.0034780513	Oryza_glaberrima_pi.2.20800001.20900000.fasta	85518	675	180.585	150.696	0.723971	0.43103	0.0021116607	0.3928609716	0.3928609716
2	20900001	21000000	20950000.5	Oryza_barthii_pi.2.20900001.21000000.fasta	92973	753	180.389	171.333	0.194966	0.413454	0.00194023	Oryza_glaberrima_pi.2.20900001.21000000.fasta	92927	471	61.3311	105.153	-1.51809	0.414009	0.0006599923	0.6598381296	0.6598381296
2	21000001	21100000	21050000.5	Oryza_barthii_pi.2.21000001.21100000.fasta	91504	846	177.44	192.494	-0.288593	0.414707	0.0019391502	Oryza_glaberrima_pi.2.21000001.21100000.fasta	91549	373	74.6622	83.2737	-0.37604	0.415878	0.0008155436	0.5794324812	0.5794324812
2	21100001	21200000	21150000.5	Oryza_barthii_pi.2.21100001.21200000.fasta	89325	987	253.793	224.576	0.480348	0.394419	0.0028412315	Oryza_glaberrima_pi.2.21100001.21200000.fasta	89089	415	112.047	92.6504	0.761928	0.395301	0.0012576974	0.5573407597	0.5573407597
2	21200001	21300000	21250000.5	Oryza_barthii_pi.2.21200001.21300000.fasta	40801	712	162.772	162.004	0.0174848	0.424056	0.003989412	Oryza_glaberrima_pi.2.21200001.21300000.fasta	40744	521	123.002	116.315	0.209563	0.424689	0.0030188985	0.2432723244	0.2432723244
2	21300001	21400000	21350000.5	Oryza_barthii_pi.2.21300001.21400000.fasta	88210	832	176.849	189.308	-0.242859	0.423761	0.0020048634	Oryza_glaberrima_pi.2.21300001.21400000.fasta	86874	415	91.0602	92.6504	-0.0624638	0.424694	0.001048187	0.4771778304	0.4771778304
2	21400001	21500000	21450000.5	Oryza_barthii_pi.2.21400001.21500000.fasta	89020	538	101.222	122.413	-0.637485	0.42082	0.0011370703	Oryza_glaberrima_pi.2.21400001.21500000.fasta	89001	299	43.9192	66.7529	-1.24124	0.421917	0.0004934686	0.566017507	0.566017507
2	21500001	21600000	21550000.5	Oryza_barthii_pi.2.21500001.21600000.fasta	90373	1200	268.949	273.041	-0.0553632	0.424997	0.0029759884	Oryza_glaberrima_pi.2.21500001.21600000.fasta	87908	722	174.186	161.189	0.2944	0.425671	0.0019814579	0.3341849433	0.3341849433
2	21600001	21700000	21650000.5	Oryza_barthii_pi.2.21600001.21700000.fasta	56879	1014	207.363	230.719	-0.373804	0.448312	0.0036456865	Oryza_glaberrima_pi.2.21600001.21700000.fasta	56687	464	85.1784	103.59	-0.647375	0.448696	0.0015026091	0.5878391953	0.5878391953
2	21700001	21800000	21750000.5	Oryza_barthii_pi.2.21700001.21800000.fasta	62828	1821	275.024	414.339	-1.24324	0.404262	0.0043774113	Oryza_glaberrima_pi.2.21700001.21800000.fasta	63190	359	53.6776	80.1481	-1.20057	0.405019	0.0008494635	0.805943866	0.805943866
2	21800001	21900000	21850000.5	Oryza_barthii_pi.2.21800001.21900000.fasta	81594	2144	567.933	487.833	0.607277	0.405798	0.006960475	Oryza_glaberrima_pi.2.21800001.21900000.fasta	83044	1173	454.906	261.877	2.69601	0.406794	0.0054778912	0.2130003756	0.2130003756
2	21900001	22000000	21950000.5	Oryza_barthii_pi.2.21900001.22000000.fasta	89303	1223	300.053	278.274	0.28914	0.438811	0.0033599431	Oryza_glaberrima_pi.2.21900001.22000000.fasta	89317	725	250.376	161.859	1.99688	0.439826	0.0028032289	0.1656915452	0.1656915452
2	22000001	22100000	22050000.5	Oryza_barthii_pi.2.22000001.22100000.fasta	94733	969	214.109	220.48	-0.106696	0.42782	0.0022601311	Oryza_glaberrima_pi.2.22000001.22100000.fasta	94326	508	113.307	113.413	-0.00341641	0.428444	0.0012012277	0.4685141696	0.4685141696
2	22100001	22200000	22150000.5	Oryza_barthii_pi.2.22100001.22200000.fasta	78373	1027	238.278	233.677	0.0727019	0.430261	0.0030403072	Oryza_glaberrima_pi.2.22100001.22200000.fasta	78405	546	145.555	121.897	0.707657	0.430938	0.0018564505	0.3893872133	0.3893872133
2	22200001	22300000	22250000.5	Oryza_barthii_pi.2.22200001.22300000.fasta	88298	1179	217.512	268.263	-0.698857	0.434242	0.0024633854	Oryza_glaberrima_pi.2.22200001.22300000.fasta	88617	474	103.441	105.822	-0.0819653	0.435122	0.0011672817	0.5261473521	0.5261473521
2	22300001	22400000	22350000.5	Oryza_barthii_pi.2.22300001.22400000.fasta	94686	867	256.236	197.272	1.1031	0.427275	0.0027061656	Oryza_glaberrima_pi.2.22300001.22400000.fasta	94671	574	180	128.148	1.47577	0.428647	0.0019013214	0.2974112934	0.2974112934
2	22400001	22500000	22450000.5	Oryza_barthii_pi.2.22400001.22500000.fasta	81499	754	193.971	171.561	0.481822	0.405309	0.0023800415	Oryza_glaberrima_pi.2.22400001.22500000.fasta	81590	359	70.6068	80.1481	-0.432746	0.406093	0.0008653855	0.6363989982	0.6363989982
2	22500001	22600000	22550000.5	Oryza_barthii_pi.2.22500001.22600000.fasta	81780	2142	713.964	487.378	1.71945	0.422125	0.0087303008	Oryza_glaberrima_pi.2.22500001.22600000.fasta	70438	726	171.72	162.082	0.217131	0.426122	0.0024378886	0.7207554821	0.7207554821
2	22600001	22700000	22650000.5	Oryza_barthii_pi.2.22600001.22700000.fasta	83469	1444	389.516	328.559	0.685692	0.430656	0.0046665948	Oryza_glaberrima_pi.2.22600001.22700000.fasta	84158	934	210.421	208.519	0.0333373	0.431865	0.0025003089	0.4642112593	0.4642112593
2	22700001	22800000	22750000.5	Oryza_barthii_pi.2.22700001.22800000.fasta	43938	727	144.249	165.417	-0.471939	0.414849	0.0032830124	Oryza_glaberrima_pi.2.22700001.22800000.fasta	40129	325	58.4992	72.5575	-0.703669	0.415124	0.0014577787	0.555963099	0.555963099
2	22800001	22900000	22850000.5	Oryza_barthii_pi.2.22800001.22900000.fasta	88218	963	196.15	219.115	-0.386945	0.422589	0.0022234691	Oryza_glaberrima_pi.2.22800001.22900000.fasta	88555	473	67.0252	105.599	-1.33069	0.423936	0.0007568765	0.6595965709	0.6595965709
2	22900001	23000000	22950000.5	Oryza_barthii_pi.2.22900001.23000000.fasta	89027	752	165.288	171.106	-0.1254	0.431945	0.0018566053	Oryza_glaberrima_pi.2.22900001.23000000.fasta	89158	439	111.89	98.0085	0.515682	0.432642	0.0012549631	0.3240549838	0.3240549838
2	23000001	23100000	23050000.5	Oryza_barthii_pi.2.23000001.23100000.fasta	92385	1280	299.919	291.243	0.11006	0.430511	0.0032464036	Oryza_glaberrima_pi.2.23000001.23100000.fasta	92379	730	209.478	162.975	1.04192	0.431608	0.0022675933	0.3015060548	0.3015060548
2	23100001	23200000	23150000.5	Oryza_barthii_pi.2.23100001.23200000.fasta	82335	894	242.316	203.415	0.705849	0.44645	0.0029430497	Oryza_glaberrima_pi.2.23100001.23200000.fasta	82345	680	175.743	151.813	0.575406	0.447068	0.0021342279	0.274824371	0.274824371
2	23200001	23300000	23250000.5	Oryza_barthii_pi.2.23200001.23300000.fasta	61574	491	123.691	111.719	0.394387	0.421825	0.0020088187	Oryza_glaberrima_pi.2.23200001.23300000.fasta	61831	444	124.546	99.1247	0.933838	0.42288	0.002014297	-0.0027271642	-0.0027271642
2	23300001	23400000	23350000.5	Oryza_barthii_pi.2.23300001.23400000.fasta	18926	95	22.9541	21.6157	0.222109	0.42215	0.0012128342	Oryza_glaberrima_pi.2.23300001.23400000.fasta	19181	94	22.2489	20.9859	0.213533	0.423762	0.0011599447	0.0436081531	0.0436081531
2	23400001	23500000	23450000.5	Oryza_barthii_pi.2.23400001.23500000.fasta	62131	586	159.132	133.335	0.712812	0.435197	0.0025612335	Oryza_glaberrima_pi.2.23400001.23500000.fasta	62126	576	111.382	128.594	-0.488182	0.441113	0.0017928404	0.3000090227	0.3000090227
2	23500001	23600000	23550000.5	Oryza_barthii_pi.2.23500001.23600000.fasta	77919	612	176.23	139.251	0.978592	0.449868	0.0022617077	Oryza_glaberrima_pi.2.23500001.23600000.fasta	77812	545	107.493	121.673	-0.424946	0.450511	0.001381445	0.3892026635	0.3892026635
2	23600001	23700000	23650000.5	Oryza_barthii_pi.2.23600001.23700000.fasta	83646	781	194.423	177.704	0.347073	0.436795	0.002324355	Oryza_glaberrima_pi.2.23600001.23700000.fasta	84168	818	202.414	182.622	0.395946	0.437165	0.0024048807	-0.0346443181	-0.0346443181
2	23700001	23800000	23750000.5	Oryza_barthii_pi.2.23700001.23800000.fasta	85826	870	265.856	197.955	1.26593	0.444214	0.0030976161	Oryza_glaberrima_pi.2.23700001.23800000.fasta	86110	663	157.932	148.017	0.244475	0.444598	0.0018340727	0.4079083287	0.4079083287
2	23800001	23900000	23850000.5	Oryza_barthii_pi.2.23800001.23900000.fasta	87670	846	225.703	192.494	0.636649	0.426793	0.002574461	Oryza_glaberrima_pi.2.23800001.23900000.fasta	87870	786	216.237	175.478	0.84844	0.427952	0.002460874	0.044120702	0.044120702
2	23900001	24000000	23950000.5	Oryza_barthii_pi.2.23900001.24000000.fasta	76859	1050	299.489	238.911	0.936361	0.397175	0.0038966029	Oryza_glaberrima_pi.2.23900001.24000000.fasta	77370	1055	304.189	235.533	1.06584	0.397902	0.0039316143	-0.0089851216	-0.0089851216
2	24000001	24100000	24050000.5	Oryza_barthii_pi.2.24000001.24100000.fasta	88178	1020	294.894	232.085	0.999328	0.444983	0.0033443036	Oryza_glaberrima_pi.2.24000001.24100000.fasta	88407	987	263.651	220.352	0.718347	0.445438	0.0029822412	0.1082624036	0.1082624036
2	24100001	24200000	24150000.5	Oryza_barthii_pi.2.24100001.24200000.fasta	88506	952	234.962	216.612	0.31274	0.417636	0.0026547579	Oryza_glaberrima_pi.2.24100001.24200000.fasta	88787	1062	310.353	237.096	1.12979	0.417984	0.0034954779	-0.3166842753	-0.3166842753
2	24200001	24300000	24250000.5	Oryza_barthii_pi.2.24200001.24300000.fasta	82967	2539	727.817	577.709	0.961211	0.43416	0.0087723673	Oryza_glaberrima_pi.2.24200001.24300000.fasta	83781	2782	749.406	621.092	0.75683	0.435487	0.0089448204	-0.0196586727	-0.0196586727
2	24300001	24400000	24350000.5	Oryza_barthii_pi.2.24300001.24400000.fasta	51854	2659	812.445	605.013	1.26841	0.446319	0.015667933	Oryza_glaberrima_pi.2.24300001.24400000.fasta	53755	3310	898.035	738.97	0.788694	0.440661	0.0167060739	-0.0662589512	-0.0662589512
2	24400001	24500000	24450000.5	Oryza_barthii_pi.2.24400001.24500000.fasta	64187	1654	516.101	376.341	1.3729	0.406469	0.0080405845	Oryza_glaberrima_pi.2.24400001.24500000.fasta	64609	2132	526.011	475.977	0.384951	0.407484	0.0081414509	-0.0125446526	-0.0125446526
2	24500001	24600000	24550000.5	Oryza_barthii_pi.2.24500001.24600000.fasta	86608	1791	454.524	407.513	0.426533	0.428473	0.0052480602	Oryza_glaberrima_pi.2.24500001.24600000.fasta	86618	2095	502.39	467.717	0.271474	0.429534	0.0058000647	-0.1051825632	-0.1051825632
2	24600001	24700000	24650000.5	Oryza_barthii_pi.2.24600001.24700000.fasta	71394	1151	300.269	261.892	0.541296	0.444511	0.0042058016	Oryza_glaberrima_pi.2.24600001.24700000.fasta	71829	1345	408.982	300.276	1.32458	0.446054	0.0056938284	-0.3538033718	-0.3538033718
2	24700001	24800000	24750000.5	Oryza_barthii_pi.2.24700001.24800000.fasta	87874	976	296.483	222.073	1.2371	0.410975	0.0033739559	Oryza_glaberrima_pi.2.24700001.24800000.fasta	88105	907	241.68	202.491	0.707302	0.411201	0.0027430906	0.1869808857	0.1869808857
2	24800001	24900000	24850000.5	Oryza_barthii_pi.2.24800001.24900000.fasta	80494	830	202.57	188.853	0.26801	0.423956	0.0025165851	Oryza_glaberrima_pi.2.24800001.24900000.fasta	80810	573	120.599	127.924	-0.208837	0.424681	0.0014923772	0.4069832215	0.4069832215
2	24900001	25000000	24950000.5	Oryza_barthii_pi.2.24900001.25000000.fasta	93633	1468	351.628	334.02	0.194834	0.449463	0.0037553854	Oryza_glaberrima_pi.2.24900001.25000000.fasta	94064	881	229.454	196.687	0.608797	0.450291	0.0024393392	0.3504423857	0.3504423857
2	25000001	25100000	25050000.5	Oryza_barthii_pi.2.25000001.25100000.fasta	63008	2075	556.543	472.133	0.661196	0.433767	0.0088328942	Oryza_glaberrima_pi.2.25000001.25100000.fasta	63026	1568	532.847	350.062	1.91113	0.434324	0.0084543998	0.04285056	0.04285056
2	25100001	25200000	25150000.5	Oryza_barthii_pi.2.25100001.25200000.fasta	86094	696	125.499	158.364	-0.765224	0.451755	0.0014576974	Oryza_glaberrima_pi.2.25100001.25200000.fasta	86137	471	89.3548	105.153	-0.547277	0.452204	0.0010373568	0.2883593203	0.2883593203
2	25200001	25300000	25250000.5	Oryza_barthii_pi.2.25200001.25300000.fasta	77059	1042	216.682	237.09	-0.317875	0.406776	0.0028118974	Oryza_glaberrima_pi.2.25200001.25300000.fasta	77143	775	150.181	173.022	-0.482164	0.407706	0.0019467871	0.3076606738	0.3076606738
2	25300001	25400000	25350000.5	Oryza_barthii_pi.2.25300001.25400000.fasta	82357	2134	532.371	485.557	0.356575	0.413744	0.0064641864	Oryza_glaberrima_pi.2.25300001.25400000.fasta	82417	1882	663.439	420.164	2.11993	0.413442	0.0080497834	-0.2452894936	-0.2452894936
2	25400001	25500000	25450000.5	Oryza_barthii_pi.2.25400001.25500000.fasta	92648	1223	221.999	278.274	-0.747119	0.427816	0.0023961553	Oryza_glaberrima_pi.2.25400001.25500000.fasta	92632	731	168.284	163.199	0.113785	0.429237	0.001816694	0.2418296159	0.2418296159
2	25500001	25600000	25550000.5	Oryza_barthii_pi.2.25500001.25600000.fasta	88899	1051	209.308	239.138	-0.460657	0.440392	0.0023544472	Oryza_glaberrima_pi.2.25500001.25600000.fasta	88872	824	139.005	183.961	-0.892809	0.441779	0.0015641034	0.3356812411	0.3356812411
2	25600001	25700000	25650000.5	Oryza_barthii_pi.2.25600001.25700000.fasta	94467	772	130.9	175.656	-0.93992	0.432629	0.0013856691	Oryza_glaberrima_pi.2.25600001.25700000.fasta	94447	436	89.244	97.3387	-0.302769	0.433088	0.0009449109	0.3180832833	0.3180832833
2	25700001	25800000	25750000.5	Oryza_barthii_pi.2.25700001.25800000.fasta	74970	949	178.368	215.93	-0.642182	0.422273	0.0023791917	Oryza_glaberrima_pi.2.25700001.25800000.fasta	74873	615	97.8952	137.301	-1.04715	0.422932	0.0013074833	0.4504506084	0.4504506084
2	25800001	25900000	25850000.5	Oryza_barthii_pi.2.25800001.25900000.fasta	95896	1103	213.36	250.97	-0.553483	0.440005	0.0022249103	Oryza_glaberrima_pi.2.25800001.25900000.fasta	95910	425	94.1378	94.8829	-0.0285848	0.44014	0.0009815223	0.5588486188	0.5588486188
2	25900001	26000000	25950000.5	Oryza_barthii_pi.2.25900001.26000000.fasta	73953	675	185.548	153.585	0.767263	0.42621	0.002508999	Oryza_glaberrima_pi.2.25900001.26000000.fasta	74254	333	80.0143	74.3435	0.277085	0.428529	0.0010775756	0.570515717	0.570515717
2	26000001	26100000	26050000.5	Oryza_barthii_pi.2.26000001.26100000.fasta	93050	1560	397.01	354.953	0.437981	0.437629	0.0042666308	Oryza_glaberrima_pi.2.26000001.26100000.fasta	92882	1035	273.052	231.068	0.664325	0.439482	0.002939773	0.3109849075	0.3109849075
2	26100001	26200000	26150000.5	Oryza_barthii_pi.2.26100001.26200000.fasta	84487	1495	341.566	340.163	0.015239	0.434937	0.0040428232	Oryza_glaberrima_pi.2.26100001.26200000.fasta	84042	654	150.82	146.008	0.120284	0.436739	0.0017945789	0.5561074943	0.5561074943
2	26200001	26300000	26250000.5	Oryza_barthii_pi.2.26200001.26300000.fasta	84160	1138	285.151	258.934	0.373995	0.440969	0.003388201	Oryza_glaberrima_pi.2.26200001.26300000.fasta	83316	342	64.0051	76.3528	-0.587613	0.442135	0.000768221	0.7732658188	0.7732658188
2	26300001	26400000	26350000.5	Oryza_barthii_pi.2.26300001.26400000.fasta	92693	1378	282.51	313.542	-0.365755	0.450959	0.003047803	Oryza_glaberrima_pi.2.26300001.26400000.fasta	92693	560	115.987	125.022	-0.263549	0.451701	0.0012513027	0.5894410817	0.5894410817
2	26400001	26500000	26450000.5	Oryza_barthii_pi.2.26400001.26500000.fasta	82258	924	204.473	210.241	-0.101276	0.425416	0.0024857521	Oryza_glaberrima_pi.2.26400001.26500000.fasta	82017	541	146.409	120.78	0.773643	0.425777	0.0017851055	0.2818650363	0.2818650363
2	26500001	26600000	26550000.5	Oryza_barthii_pi.2.26500001.26600000.fasta	82948	1019	234.908	231.857	0.0485815	0.437308	0.0028319911	Oryza_glaberrima_pi.2.26500001.26600000.fasta	82982	655	127.682	146.231	-0.462958	0.438211	0.001538671	0.4566822535	0.4566822535
2	26600001	26700000	26650000.5	Oryza_barthii_pi.2.26600001.26700000.fasta	89205	1054	237.527	239.821	-0.0353253	0.431398	0.0026627095	Oryza_glaberrima_pi.2.26600001.26700000.fasta	89304	567	107.129	126.585	-0.560537	0.432365	0.0011995991	0.5494817865	0.5494817865
2	26700001	26800000	26750000.5	Oryza_barthii_pi.2.26700001.26800000.fasta	79250	1042	262.361	237.09	0.393604	0.419122	0.0033105489	Oryza_glaberrima_pi.2.26700001.26800000.fasta	78521	496	91.6518	110.734	-0.627952	0.419823	0.0011672266	0.6474220323	0.6474220323
2	26800001	26900000	26850000.5	Oryza_barthii_pi.2.26800001.26900000.fasta	80799	710	168.001	161.549	0.147275	0.420086	0.002079246	Oryza_glaberrima_pi.2.26800001.26900000.fasta	81020	397	94.5762	88.6318	0.244007	0.420585	0.0011673192	0.4385853509	0.4385853509
2	26900001	27000000	26950000.5	Oryza_barthii_pi.2.26900001.27000000.fasta	86977	730	172.201	166.1	0.135471	0.41383	0.0019798452	Oryza_glaberrima_pi.2.26900001.27000000.fasta	86975	371	75.3848	82.8272	-0.326726	0.414546	0.000866741	0.562217795	0.562217795
2	27000001	27100000	27050000.5	Oryza_barthii_pi.2.27000001.27100000.fasta	90489	785	172.185	178.614	-0.132784	0.444358	0.001902828	Oryza_glaberrima_pi.2.27000001.27100000.fasta	90657	380	77.4076	84.8365	-0.318473	0.445179	0.0008538513	0.5512724513	0.5512724513
2	27100001	27200000	27150000.5	Oryza_barthii_pi.2.27100001.27200000.fasta	94319	711	148.15	161.777	-0.310618	0.468782	0.0015707334	Oryza_glaberrima_pi.2.27100001.27200000.fasta	94242	354	51.2882	79.0319	-1.27593	0.471457	0.0005442181	0.6535261236	0.6535261236
2	27200001	27300000	27250000.5	Oryza_barthii_pi.2.27200001.27300000.fasta	75994	780	137.045	177.476	-0.84042	0.441307	0.0018033661	Oryza_glaberrima_pi.2.27200001.27300000.fasta	75854	331	77.2912	73.897	0.16684	0.442713	0.0010189469	0.4349749895	0.4349749895
2	27300001	27400000	27350000.5	Oryza_barthii_pi.2.27300001.27400000.fasta	96437	853	169.567	194.086	-0.466214	0.44264	0.0017583189	Oryza_glaberrima_pi.2.27300001.27400000.fasta	96572	399	84.201	89.0783	-0.199208	0.443696	0.0008718987	0.5041293785	0.5041293785
2	27400001	27500000	27450000.5	Oryza_barthii_pi.2.27400001.27500000.fasta	95086	705	135.545	160.411	-0.57163	0.421821	0.001425499	Oryza_glaberrima_pi.2.27400001.27500000.fasta	94926	377	69.9289	84.1667	-0.615183	0.422122	0.0007366675	0.4832213154	0.4832213154
2	27500001	27600000	27550000.5	Oryza_barthii_pi.2.27500001.27600000.fasta	79235	501	77.9354	113.995	-1.16436	0.432589	0.0009835982	Oryza_glaberrima_pi.2.27500001.27600000.fasta	79388	273	39.903	60.9483	-1.25172	0.433124	0.0005026326	0.4889857856	0.4889857856
2	27600001	27700000	27650000.5	Oryza_barthii_pi.2.27600001.27700000.fasta	94271	635	101.179	144.484	-1.10469	0.428296	0.0010732781	Oryza_glaberrima_pi.2.27600001.27700000.fasta	94422	403	80.8692	89.9713	-0.368107	0.42946	0.0008564657	0.2020095703	0.2020095703
2	27700001	27800000	27750000.5	Oryza_barthii_pi.2.27700001.27800000.fasta	84281	697	120.734	158.591	-0.88021	0.461101	0.0014325174	Oryza_glaberrima_pi.2.27700001.27800000.fasta	84331	412	84.6595	91.9806	-0.289664	0.46167	0.0010038954	0.2992089616	0.2992089616
2	27800001	27900000	27850000.5	Oryza_barthii_pi.2.27800001.27900000.fasta	82956	787	162.123	179.069	-0.349125	0.44596	0.0019543252	Oryza_glaberrima_pi.2.27800001.27900000.fasta	83009	463	93.7607	103.367	-0.338484	0.446806	0.0011295245	0.4220386053	0.4220386053
2	27900001	28000000	27950000.5	Oryza_barthii_pi.2.27900001.28000000.fasta	91750	719	127.31	163.597	-0.81798	0.440905	0.0013875749	Oryza_glaberrima_pi.2.27900001.28000000.fasta	92205	389	69.9255	86.8458	-0.708714	0.441873	0.0007583699	0.4534565888	0.4534565888
2	28000001	28100000	28050000.5	Oryza_barthii_pi.2.28000001.28100000.fasta	67628	778	182.747	177.021	0.119328	0.436278	0.0027022387	Oryza_glaberrima_pi.2.28000001.28100000.fasta	67849	482	122.259	107.608	0.496035	0.437679	0.0018019278	0.3331722329	0.3331722329
2	28100001	28200000	28150000.5	Oryza_barthii_pi.2.28100001.28200000.fasta	86243	976	272.559	222.073	0.839337	0.43125	0.0031603608	Oryza_glaberrima_pi.2.28100001.28200000.fasta	85949	275	39.1125	61.3948	-1.31577	0.432466	0.0004550664	0.8560080954	0.8560080954
2	28200001	28300000	28250000.5	Oryza_barthii_pi.2.28200001.28300000.fasta	88157	983	249.654	223.666	0.429002	0.441856	0.0028319249	Oryza_glaberrima_pi.2.28200001.28300000.fasta	88078	516	107.446	115.199	-0.245301	0.442806	0.001219896	0.5692343332	0.5692343332
2	28300001	28400000	28350000.5	Oryza_barthii_pi.2.28300001.28400000.fasta	91949	762	166.493	173.381	-0.146543	0.43675	0.0018107103	Oryza_glaberrima_pi.2.28300001.28400000.fasta	92263	435	97.4773	97.1154	0.0135656	0.438279	0.0010565156	0.4165186879	0.4165186879
2	28400001	28500000	28450000.5	Oryza_barthii_pi.2.28400001.28500000.fasta	80859	473	107.858	107.624	0.00800634	0.455409	0.0013339022	Oryza_glaberrima_pi.2.28400001.28500000.fasta	81189	391	84.1015	87.2923	-0.132971	0.455889	0.0010358731	0.2234265249	0.2234265249
2	28500001	28600000	28550000.5	Oryza_barthii_pi.2.28500001.28600000.fasta	83258	523	132.952	119	0.431669	0.443848	0.0015968676	Oryza_glaberrima_pi.2.28500001.28600000.fasta	83439	287	50.4996	64.0739	-0.768411	0.444632	0.0006052278	0.6209906299	0.6209906299
2	28600001	28700000	28650000.5	Oryza_barthii_pi.2.28600001.28700000.fasta	89681	615	165.328	139.933	0.668763	0.432835	0.001843512	Oryza_glaberrima_pi.2.28600001.28700000.fasta	90210	325	73.1273	72.5575	0.0285198	0.43396	0.0008106341	0.5602772998	0.5602772998
2	28700001	28800000	28750000.5	Oryza_barthii_pi.2.28700001.28800000.fasta	92148	586	101.203	133.335	-0.88784	0.42507	0.0010982658	Oryza_glaberrima_pi.2.28700001.28800000.fasta	91961	283	54.8673	63.1808	-0.477188	0.426027	0.0005966366	0.4567466276	0.4567466276
2	28800001	28900000	28850000.5	Oryza_barthii_pi.2.28800001.28900000.fasta	92069	1081	275.784	245.964	0.447743	0.451419	0.0029954056	Oryza_glaberrima_pi.2.28800001.28900000.fasta	92094	840	249.176	187.533	1.20096	0.452539	0.0027056703	0.096726575	0.096726575
2	28900001	29000000	28950000.5	Oryza_barthii_pi.2.28900001.29000000.fasta	93336	902	250.565	205.236	0.815226	0.465202	0.0026845483	Oryza_glaberrima_pi.2.28900001.29000000.fasta	94243	704	215.623	157.171	1.3578	0.466101	0.0022879471	0.1477347915	0.1477347915
2	29000001	29100000	29050000.5	Oryza_barthii_pi.2.29000001.29100000.fasta	82062	513	111.832	116.725	-0.154328	0.419216	0.0013627745	Oryza_glaberrima_pi.2.29000001.29100000.fasta	82174	353	93.2614	78.8086	0.666548	0.41948	0.0011349259	0.1671946464	0.1671946464
