name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC
Oryza_barthii_pi.1.20000001.20100000.fasta	55079	1280	355.971	291.243	0.821159	0.399603
Oryza_barthii_pi.1.2000001.2100000.fasta	80394	1154	341.869	262.574	1.11551	0.456524
Oryza_barthii_pi.1.200001.300000.fasta	78085	973	220.821	221.391	-0.00949864	0.418941
Oryza_barthii_pi.1.20100001.20200000.fasta	45354	682	163.183	155.178	0.190191	0.397168
Oryza_barthii_pi.1.20200001.20300000.fasta	82793	1986	549.936	451.882	0.802439	0.41958
Oryza_barthii_pi.1.20300001.20400000.fasta	85177	849	235.36	193.176	0.805834	0.424378
Oryza_barthii_pi.1.20400001.20500000.fasta	77697	849	249.245	193.176	1.07109	0.40395
Oryza_barthii_pi.1.20500001.20600000.fasta	87344	846	176.334	192.494	-0.309801	0.397052
Oryza_barthii_pi.1.20600001.20700000.fasta	64118	1151	313.405	261.892	0.726572	0.430297
Oryza_barthii_pi.1.20700001.20800000.fasta	86289	1394	337.168	317.182	0.232861	0.423859
Oryza_barthii_pi.1.20800001.20900000.fasta	58075	1454	440.411	330.834	1.22413	0.414195
Oryza_barthii_pi.1.20900001.21000000.fasta	74545	1108	324.141	252.108	1.05531	0.403436
Oryza_barthii_pi.12.10000001.10100000.fasta	60624	859	225.552	195.452	0.568337	0.425758
Oryza_barthii_pi.12.1000001.1100000.fasta	87705	1313	314.528	298.752	0.195127	0.428816
Oryza_barthii_pi.1.21000001.21100000.fasta	76020	907	210.207	206.373	0.0685731	0.420576
Oryza_barthii_pi.12.100001.200000.fasta	56073	635	151.436	144.484	0.177353	0.422234
Oryza_barthii_pi.1.2100001.2200000.fasta	77300	983	275.735	223.666	0.859529	0.423455
Oryza_barthii_pi.12.10100001.10200000.fasta	65690	1529	352.125	347.899	0.0448985	0.443083
Oryza_barthii_pi.12.10200001.10300000.fasta	71900	1144	293.793	260.299	0.475303	0.407198
Oryza_barthii_pi.12.10300001.10400000.fasta	60803	573	116.867	130.377	-0.38171	0.399567
Oryza_barthii_pi.12.10400001.10500000.fasta	84296	727	120.489	165.417	-1.00169	0.410537
Oryza_barthii_pi.12.10500001.10600000.fasta	40433	406	75.3699	92.3788	-0.676759	0.406521
Oryza_barthii_pi.12.10600001.10700000.fasta	44756	775	190.584	176.339	0.298006	0.431904
Oryza_barthii_pi.12.10700001.10800000.fasta	84595	981	136.503	223.211	-1.43422	0.423773
Oryza_barthii_pi.12.10800001.10900000.fasta	92236	1062	249.027	241.641	0.112887	0.411972
Oryza_barthii_pi.12.10900001.11000000.fasta	87633	1323	386.023	301.027	1.04333	0.412798
Oryza_barthii_pi.12.11000001.11100000.fasta	70379	824	214.793	187.488	0.537374	0.412647
Oryza_barthii_pi.12.1.100000.fasta	58790	137	39.4778	31.1722	0.965038	0.417546
Oryza_barthii_pi.12.1100001.1200000.fasta	83840	1424	411.336	324.008	0.996086	0.409702
Oryza_barthii_pi.1.21100001.21200000.fasta	96709	940	201.325	213.882	-0.216735	0.423903
Oryza_barthii_pi.12.11100001.11200000.fasta	80147	1298	375.38	295.339	1.00139	0.422623
Oryza_barthii_pi.12.11200001.11300000.fasta	92190	1075	316.911	244.599	1.09182	0.405192
Oryza_barthii_pi.12.11300001.11400000.fasta	80913	1402	431.254	319.003	1.30043	0.409352
Oryza_barthii_pi.12.11400001.11500000.fasta	65107	1565	480.545	356.091	1.29193	0.429304
Oryza_barthii_pi.12.11500001.11600000.fasta	38124	839	241.766	190.901	0.983217	0.428231
Oryza_barthii_pi.12.11600001.11700000.fasta	43714	1737	469.021	395.227	0.690321	0.460707
Oryza_barthii_pi.12.11700001.11800000.fasta	86500	2422	608.086	551.087	0.382596	0.421623
Oryza_barthii_pi.12.11800001.11900000.fasta	66991	1874	499.187	426.399	0.63122	0.434849
Oryza_barthii_pi.12.11900001.12000000.fasta	70356	1248	353.017	283.962	0.89847	0.44329
Oryza_barthii_pi.12.12000001.12100000.fasta	63021	572	164.722	130.149	0.97854	0.415422
Oryza_barthii_pi.12.1200001.1300000.fasta	80231	757	164.585	172.243	-0.16401	0.389197
Oryza_barthii_pi.1.21200001.21300000.fasta	42247	461	81.9183	104.893	-0.805803	0.410126
Oryza_barthii_pi.12.12100001.12200000.fasta	80305	2181	592.148	496.252	0.714721	0.456659
Oryza_barthii_pi.12.12200001.12300000.fasta	73061	965	280.679	219.57	1.02749	0.419393
Oryza_barthii_pi.12.12300001.12400000.fasta	88263	876	230.624	199.32	0.579653	0.428836
Oryza_barthii_pi.12.12400001.12500000.fasta	83290	1233	338.177	280.549	0.758894	0.411114
Oryza_barthii_pi.12.12500001.12600000.fasta	65533	1216	339.498	276.681	0.838763	0.421003
Oryza_barthii_pi.12.12600001.12700000.fasta	69194	1521	394.488	346.079	0.51703	0.432185
Oryza_barthii_pi.12.12700001.12800000.fasta	87176	1562	435.014	355.408	0.827954	0.412222
Oryza_barthii_pi.12.12800001.12900000.fasta	89991	1445	389.864	328.787	0.686568	0.431301
Oryza_barthii_pi.12.12900001.13000000.fasta	75095	1101	279.46	250.515	0.42675	0.40801
Oryza_barthii_pi.12.13000001.13100000.fasta	52961	1138	328.88	258.934	0.99779	0.399833
Oryza_barthii_pi.12.1300001.1400000.fasta	90461	1230	348.889	279.867	0.911157	0.426641
Oryza_barthii_pi.1.21300001.21400000.fasta	50714	698	198.809	158.819	0.928481	0.449516
Oryza_barthii_pi.12.13100001.13200000.fasta	73982	1031	254.529	234.588	0.313902	0.410905
Oryza_barthii_pi.12.13200001.13300000.fasta	53395	933	242.333	212.289	0.522435	0.446316
Oryza_barthii_pi.12.13300001.13400000.fasta	35402	737	157.799	167.693	-0.217605	0.443558
Oryza_barthii_pi.12.13400001.13500000.fasta	66970	1003	245.003	228.217	0.27159	0.437763
Oryza_barthii_pi.12.13500001.13600000.fasta	68183	1135	280.593	258.251	0.319554	0.416865
Oryza_barthii_pi.12.13600001.13700000.fasta	86648	965	206.395	219.57	-0.22154	0.435369
Oryza_barthii_pi.12.13700001.13800000.fasta	78669	1175	246.366	267.352	-0.289967	0.411043
Oryza_barthii_pi.12.13800001.13900000.fasta	61642	638	149.455	145.167	0.108889	0.451725
Oryza_barthii_pi.12.13900001.14000000.fasta	53289	589	125.331	134.018	-0.238803	0.429349
Oryza_barthii_pi.12.14000001.14100000.fasta	86705	1213	251.048	275.999	-0.333977	0.39728
Oryza_barthii_pi.12.1400001.1500000.fasta	92279	1589	359.478	361.551	-0.0212046	0.419106
Oryza_barthii_pi.1.21400001.21500000.fasta	34975	970	239.909	220.708	0.321197	0.426247
Oryza_barthii_pi.12.14100001.14200000.fasta	68528	959	247.839	218.205	0.501382	0.383875
Oryza_barthii_pi.12.14200001.14300000.fasta	48979	1084	302.646	246.647	0.838515	0.408502
Oryza_barthii_pi.12.14300001.14400000.fasta	29404	538	127.786	122.413	0.161639	0.409992
Oryza_barthii_pi.12.14400001.14500000.fasta	74049	970	273.683	220.708	0.886166	0.418853
Oryza_barthii_pi.12.14500001.14600000.fasta	64071	863	207.753	196.362	0.214083	0.410755
Oryza_barthii_pi.12.14600001.14700000.fasta	86244	1749	573.297	397.957	1.62902	0.406137
Oryza_barthii_pi.12.14700001.14800000.fasta	74860	888	187.119	202.05	-0.272741	0.416334
Oryza_barthii_pi.12.14800001.14900000.fasta	76924	1040	170.972	236.635	-1.0247	0.406544
Oryza_barthii_pi.12.14900001.15000000.fasta	51688	451	90.6476	102.618	-0.42908	0.399688
Oryza_barthii_pi.12.15000001.15100000.fasta	37791	382	82.5406	86.918	-0.185025	0.411162
Oryza_barthii_pi.12.1500001.1600000.fasta	88665	1285	354.307	292.381	0.782572	0.410607
Oryza_barthii_pi.1.21500001.21600000.fasta	32336	491	102.269	111.719	-0.311319	0.396769
Oryza_barthii_pi.12.15100001.15200000.fasta	61024	739	175.209	168.148	0.154894	0.410543
Oryza_barthii_pi.12.15200001.15300000.fasta	65316	1062	264.786	241.641	0.353721	0.416746
Oryza_barthii_pi.12.15300001.15400000.fasta	53592	775	171.717	176.339	-0.096691	0.390507
Oryza_barthii_pi.12.15400001.15500000.fasta	34851	523	123.527	119	0.140066	0.382469
Oryza_barthii_pi.12.15500001.15600000.fasta	43995	363	105.587	82.5948	1.02226	0.393125
Oryza_barthii_pi.12.15600001.15700000.fasta	51549	589	146.249	134.018	0.33626	0.418371
Oryza_barthii_pi.12.15700001.15800000.fasta	44852	1076	290.89	244.827	0.694847	0.423784
Oryza_barthii_pi.12.15800001.15900000.fasta	90913	1578	502.175	359.049	1.47355	0.412254
Oryza_barthii_pi.12.15900001.16000000.fasta	39636	683	214.97	155.406	1.41315	0.403766
Oryza_barthii_pi.12.16000001.16100000.fasta	42306	685	206.572	155.861	1.19963	0.398515
Oryza_barthii_pi.12.1600001.1700000.fasta	86360	1372	412.848	312.177	1.19172	0.39834
Oryza_barthii_pi.1.21600001.21700000.fasta	61854	1510	489.824	343.576	1.57334	0.440337
Oryza_barthii_pi.12.16100001.16200000.fasta	58267	691	172.753	157.226	0.364123	0.409183
Oryza_barthii_pi.12.16200001.16300000.fasta	44327	1252	410.582	284.873	1.63039	0.416655
Oryza_barthii_pi.12.16300001.16400000.fasta	44730	829	228.657	188.626	0.783105	0.431564
Oryza_barthii_pi.12.16400001.16500000.fasta	50372	462	108.438	105.121	0.116115	0.403137
Oryza_barthii_pi.12.16500001.16600000.fasta	71364	1226	277.768	278.957	-0.015744	0.405545
Oryza_barthii_pi.12.16600001.16700000.fasta	30348	590	183	134.245	1.33808	0.380835
Oryza_barthii_pi.12.16700001.16800000.fasta	29573	589	141.309	134.018	0.200467	0.448599
Oryza_barthii_pi.12.16800001.16900000.fasta	21644	209	59.5946	47.5546	0.923995	0.409946
Oryza_barthii_pi.12.16900001.17000000.fasta	37767	742	170.643	168.83	0.0396002	0.444517
Oryza_barthii_pi.12.17000001.17100000.fasta	58247	1390	291.811	316.272	-0.285828	0.430243
Oryza_barthii_pi.12.1700001.1800000.fasta	85411	930	251.119	211.607	0.689292	0.461495
Oryza_barthii_pi.1.21700001.21800000.fasta	72922	1029	234.906	234.132	0.0122014	0.438031
Oryza_barthii_pi.12.17100001.17200000.fasta	15198	290	57.6453	65.9849	-0.463139	0.4192
Oryza_barthii_pi.12.17200001.17300000.fasta	47582	1183	296.05	269.173	0.368864	0.423757
Oryza_barthii_pi.12.17300001.17400000.fasta	82445	2288	472.707	520.598	-0.340264	0.404459
Oryza_barthii_pi.12.17400001.17500000.fasta	71831	1689	368.484	384.305	-0.1522	0.403594
Oryza_barthii_pi.12.17500001.17600000.fasta	86567	2621	620.534	596.367	0.149918	0.387523
Oryza_barthii_pi.12.17600001.17700000.fasta	87580	1937	420.641	440.733	-0.168585	0.395168
Oryza_barthii_pi.12.17700001.17800000.fasta	38370	1116	359.341	253.928	1.5333	0.411941
Oryza_barthii_pi.12.17800001.17900000.fasta	71319	1649	497.673	375.204	1.20669	0.412992
Oryza_barthii_pi.12.17900001.18000000.fasta	83534	1172	279.224	266.67	0.173912	0.391092
Oryza_barthii_pi.12.18000001.18100000.fasta	68382	1432	357.525	325.829	0.359531	0.377409
Oryza_barthii_pi.12.1800001.1900000.fasta	80022	790	232.762	179.752	1.088	0.428372
Oryza_barthii_pi.1.21800001.21900000.fasta	90264	1567	448.676	356.546	0.955165	0.431218
Oryza_barthii_pi.12.18100001.18200000.fasta	63522	1445	250.924	328.787	-0.875245	0.426518
Oryza_barthii_pi.12.18200001.18300000.fasta	49065	796	154.229	181.117	-0.547723	0.400188
Oryza_barthii_pi.12.18300001.18400000.fasta	87107	1051	299.74	239.138	0.935847	0.412024
Oryza_barthii_pi.12.18400001.18500000.fasta	53462	1332	379.086	303.075	0.926755	0.402913
Oryza_barthii_pi.12.18500001.18600000.fasta	50962	793	182.874	180.434	0.049878	0.428702
Oryza_barthii_pi.12.18600001.18700000.fasta	43925	742	177.751	168.83	0.194885	0.431149
Oryza_barthii_pi.12.18700001.18800000.fasta	22045	155	28.7126	35.2678	-0.67492	0.419568
Oryza_barthii_pi.12.18800001.18900000.fasta	61040	544	119.923	123.778	-0.114716	0.394851
Oryza_barthii_pi.12.18900001.19000000.fasta	61128	325	61.3473	73.9485	-0.625162	0.407633
Oryza_barthii_pi.12.19000001.19100000.fasta	34867	810	250.783	184.303	1.3309	0.398592
Oryza_barthii_pi.12.1900001.2000000.fasta	52713	549	136.374	124.916	0.337807	0.471662
Oryza_barthii_pi.1.21900001.22000000.fasta	82608	698	173.9	158.819	0.350152	0.42147
Oryza_barthii_pi.12.19100001.19200000.fasta	91121	1116	251.571	253.928	-0.0342876	0.394429
Oryza_barthii_pi.12.19200001.19300000.fasta	66659	1812	406.555	412.292	-0.0514495	0.398844
Oryza_barthii_pi.12.19300001.19400000.fasta	80681	2406	567.42	547.447	0.134957	0.417171
Oryza_barthii_pi.12.19400001.19500000.fasta	94952	1283	306.792	291.926	0.188159	0.400496
Oryza_barthii_pi.12.19500001.19600000.fasta	90342	1850	478.742	420.938	0.507768	0.398013
Oryza_barthii_pi.12.19600001.19700000.fasta	90718	1122	301.638	255.293	0.670523	0.414885
Oryza_barthii_pi.12.19700001.19800000.fasta	77770	1152	388.948	262.119	1.7873	0.410684
Oryza_barthii_pi.12.19800001.19900000.fasta	72320	1395	355.677	317.41	0.44554	0.411719
Oryza_barthii_pi.12.19900001.20000000.fasta	92883	1974	510.508	449.152	0.50516	0.41873
Oryza_barthii_pi.12.20000001.20100000.fasta	82892	794	196.497	180.662	0.323377	0.406245
Oryza_barthii_pi.12.2000001.2100000.fasta	73591	1240	302.077	282.142	0.261046	0.432586
Oryza_barthii_pi.1.22000001.22100000.fasta	83869	1581	375.051	359.731	0.157425	0.432099
Oryza_barthii_pi.1.2200001.2300000.fasta	93930	671	181.472	152.675	0.69536	0.406562
Oryza_barthii_pi.12.200001.300000.fasta	81541	940	278.814	213.882	1.12072	0.417124
Oryza_barthii_pi.12.20100001.20200000.fasta	69119	1019	282.287	231.857	0.803151	0.418917
Oryza_barthii_pi.12.20200001.20300000.fasta	64443	1319	307.52	300.117	0.0911477	0.431018
Oryza_barthii_pi.12.20300001.20400000.fasta	53353	1081	257.939	245.964	0.179806	0.429784
Oryza_barthii_pi.12.20400001.20500000.fasta	13259	123	27.0842	27.9867	-0.116506	0.43959
Oryza_barthii_pi.12.20500001.20600000.fasta	21644	4	0.586473	0.910136	-0.821943	0.438885
Oryza_barthii_pi.12.20600001.20700000.fasta	22852	17	2.1343	3.86808	-1.41893	0.454803
Oryza_barthii_pi.12.20700001.20800000.fasta	47552	503	127.129	114.45	0.407803	0.445698
Oryza_barthii_pi.12.20800001.20900000.fasta	90761	1173	311.287	266.897	0.614386	0.423366
Oryza_barthii_pi.12.20900001.21000000.fasta	23893	311	85.3105	70.7631	0.75388	0.400036
Oryza_barthii_pi.12.21000001.21100000.fasta	56302	812	186.899	184.758	0.0427645	0.404866
Oryza_barthii_pi.12.2100001.2200000.fasta	88115	726	160.569	165.19	-0.103167	0.434958
Oryza_barthii_pi.1.22100001.22200000.fasta	91276	1181	237.97	268.718	-0.422695	0.40562
Oryza_barthii_pi.12.21100001.21200000.fasta	84235	844	154.067	192.039	-0.729667	0.395277
Oryza_barthii_pi.12.21200001.21300000.fasta	85508	775	151.407	176.339	-0.521566	0.412556
Oryza_barthii_pi.12.21300001.21400000.fasta	46732	517	130.7	117.635	0.408899	0.442094
Oryza_barthii_pi.12.21400001.21500000.fasta	65183	377	82.4874	85.7803	-0.141014	0.389975
Oryza_barthii_pi.12.21500001.21600000.fasta	84243	2046	601.505	465.535	1.08016	0.422075
Oryza_barthii_pi.12.21600001.21700000.fasta	83896	926	260.455	210.696	0.871776	0.407623
Oryza_barthii_pi.12.21700001.21800000.fasta	82188	990	241.155	225.259	0.260559	0.39469
Oryza_barthii_pi.12.21800001.21900000.fasta	58848	1430	436.381	325.374	1.26089	0.404107
Oryza_barthii_pi.12.21900001.22000000.fasta	67377	1139	280.476	259.161	0.303792	0.399744
Oryza_barthii_pi.12.22000001.22100000.fasta	77356	1690	473.337	384.532	0.853804	0.420729
Oryza_barthii_pi.1.22200001.22300000.fasta	65459	2552	732.986	580.667	0.970403	0.399882
Oryza_barthii_pi.12.2200001.2300000.fasta	91544	1227	327.385	279.184	0.637841	0.420291
Oryza_barthii_pi.12.22100001.22200000.fasta	72684	2176	449.301	495.114	-0.342225	0.41817
Oryza_barthii_pi.12.22200001.22300000.fasta	50685	1202	367.712	273.496	1.27263	0.46249
Oryza_barthii_pi.12.22300001.22400000.fasta	53374	1147	302.241	260.981	0.583973	0.423899
Oryza_barthii_pi.12.22400001.22500000.fasta	55558	1127	254.609	256.431	-0.0262443	0.398362
Oryza_barthii_pi.12.22500001.22600000.fasta	77814	1861	325.389	423.441	-0.85623	0.394126
Oryza_barthii_pi.12.22600001.22700000.fasta	66706	1841	308.386	418.89	-0.975432	0.407009
Oryza_barthii_pi.12.22700001.22800000.fasta	90291	2853	622.391	649.154	-0.152535	0.393377
Oryza_barthii_pi.12.22800001.22900000.fasta	37859	1487	377.072	338.343	0.423079	0.413433
Oryza_barthii_pi.12.22900001.23000000.fasta	55119	586	117.907	133.335	-0.426297	0.410697
Oryza_barthii_pi.12.23000001.23100000.fasta	94325	973	232.698	221.391	0.188576	0.401874
Oryza_barthii_pi.1.22300001.22400000.fasta	72816	1294	335.402	294.429	0.514198	0.422078
Oryza_barthii_pi.12.2300001.2400000.fasta	81796	1027	287.027	233.677	0.843047	0.418515
Oryza_barthii_pi.12.23100001.23200000.fasta	83177	629	139.101	143.119	-0.103456	0.416049
Oryza_barthii_pi.12.23200001.23300000.fasta	85956	598	122.964	136.065	-0.354794	0.405126
Oryza_barthii_pi.12.23300001.23400000.fasta	79573	643	135.042	146.304	-0.28374	0.41149
Oryza_barthii_pi.12.23400001.23500000.fasta	93541	1134	293.851	258.024	0.512876	0.40767
Oryza_barthii_pi.12.23500001.23600000.fasta	75891	1037	156.208	235.953	-1.24804	0.401802
Oryza_barthii_pi.12.23600001.23700000.fasta	80257	522	102.973	118.773	-0.489773	0.423223
Oryza_barthii_pi.12.23700001.23800000.fasta	43114	205	38.4549	46.6445	-0.640579	0.43181
Oryza_barthii_pi.12.23800001.23900000.fasta	91617	676	157.148	153.813	0.0799375	0.396955
Oryza_barthii_pi.12.23900001.24000000.fasta	84513	800	162.019	182.027	-0.405538	0.404864
Oryza_barthii_pi.12.24000001.24100000.fasta	79321	875	199.795	199.092	0.0130329	0.417668
Oryza_barthii_pi.1.22400001.22500000.fasta	83197	1347	296.04	306.488	-0.125977	0.431573
Oryza_barthii_pi.12.2400001.2500000.fasta	89090	896	144.474	203.87	-1.07535	0.427377
Oryza_barthii_pi.12.24100001.24200000.fasta	92163	1123	236.027	255.521	-0.281778	0.419753
Oryza_barthii_pi.12.24200001.24300000.fasta	86789	748	170.452	170.195	0.00555483	0.405249
Oryza_barthii_pi.12.24300001.24400000.fasta	86527	886	248.959	201.595	0.867149	0.406468
Oryza_barthii_pi.12.24400001.24500000.fasta	84791	1421	390.082	323.326	0.763049	0.431238
Oryza_barthii_pi.12.24500001.24600000.fasta	72919	1174	286.803	267.125	0.272126	0.406507
Oryza_barthii_pi.12.24600001.24700000.fasta	92928	990	237.952	225.259	0.208056	0.416445
Oryza_barthii_pi.12.24700001.24800000.fasta	84675	689	154.513	156.771	-0.0531161	0.422031
Oryza_barthii_pi.12.24800001.24900000.fasta	94829	1126	229.643	256.203	-0.382918	0.410538
Oryza_barthii_pi.12.24900001.25000000.fasta	89140	729	125.933	165.872	-0.888031	0.431166
Oryza_barthii_pi.12.25000001.25100000.fasta	97186	585	81.229	133.107	-1.43591	0.437693
Oryza_barthii_pi.1.22500001.22600000.fasta	77078	709	133.181	161.322	-0.643266	0.413939
Oryza_barthii_pi.12.2500001.2600000.fasta	88614	1135	258.738	258.251	0.00696038	0.426602
Oryza_barthii_pi.12.25100001.25200000.fasta	64748	1385	322.532	315.135	0.0867541	0.406642
Oryza_barthii_pi.12.25200001.25300000.fasta	81914	1518	365.093	345.397	0.210783	0.412298
Oryza_barthii_pi.12.25300001.25400000.fasta	72688	2166	677.947	492.839	1.38916	0.401664
Oryza_barthii_pi.12.25400001.25500000.fasta	83542	2108	600.48	479.642	0.931757	0.39075
Oryza_barthii_pi.12.25500001.25600000.fasta	84677	603	118.871	137.203	-0.492331	0.416208
Oryza_barthii_pi.12.25600001.25700000.fasta	51003	534	147.402	121.503	0.784908	0.433974
Oryza_barthii_pi.12.25700001.25800000.fasta	81834	643	142.2	146.304	-0.103416	0.444546
Oryza_barthii_pi.12.25800001.25900000.fasta	72972	487	119.194	110.809	0.278498	0.398602
Oryza_barthii_pi.12.25900001.26000000.fasta	89193	865	229	196.817	0.603465	0.415938
Oryza_barthii_pi.12.26000001.26100000.fasta	79400	690	159.045	156.998	0.0480568	0.420374
Oryza_barthii_pi.1.22600001.22700000.fasta	91675	1191	289.336	270.993	0.25005	0.441646
Oryza_barthii_pi.12.2600001.2700000.fasta	96229	1195	273.077	271.903	0.0159508	0.413016
Oryza_barthii_pi.12.26100001.26200000.fasta	89460	1117	310.924	254.155	0.824995	0.419472
Oryza_barthii_pi.12.26200001.26300000.fasta	85639	1318	357.717	299.89	0.712522	0.392769
Oryza_barthii_pi.12.26300001.26400000.fasta	78784	1029	287.389	234.132	0.839936	0.433716
Oryza_barthii_pi.12.26400001.26500000.fasta	89881	1003	274.878	228.217	0.754949	0.398067
Oryza_barthii_pi.12.26500001.26600000.fasta	33569	376	116.384	85.5528	1.32381	0.427285
Oryza_barthii_pi.12.26600001.26700000.fasta	85212	671	147.338	152.675	-0.128888	0.42808
Oryza_barthii_pi.12.26700001.26800000.fasta	79929	1054	229.754	239.821	-0.155016	0.402459
Oryza_barthii_pi.12.26800001.26900000.fasta	60367	1274	259.713	289.878	-0.384488	0.414323
Oryza_barthii_pi.12.26900001.27000000.fasta	52678	403	105.845	91.6962	0.567112	0.399631
Oryza_barthii_pi.12.27000001.27100000.fasta	76422	1058	309.13	240.731	1.04928	0.401858
Oryza_barthii_pi.1.22700001.22800000.fasta	90177	837	180.476	190.446	-0.193171	0.402254
Oryza_barthii_pi.12.2700001.2800000.fasta	81727	945	214.313	215.02	-0.0121307	0.415131
Oryza_barthii_pi.12.27100001.27200000.fasta	73548	1130	351.332	257.113	1.35353	0.439369
Oryza_barthii_pi.12.27200001.27300000.fasta	84732	838	196.202	190.673	0.106993	0.43517
Oryza_barthii_pi.12.27300001.27400000.fasta	94444	800	184.319	182.027	0.0464546	0.438719
Oryza_barthii_pi.12.27400001.27500000.fasta	88874	601	128.713	136.748	-0.216512	0.444178
Oryza_barthii_pi.1.22800001.22900000.fasta	90670	1080	239.323	245.737	-0.0963938	0.41971
Oryza_barthii_pi.12.2800001.2900000.fasta	94585	1184	248.395	269.4	-0.288026	0.401863
Oryza_barthii_pi.1.22900001.23000000.fasta	95370	828	189.26	188.398	0.0168724	0.423808
Oryza_barthii_pi.12.2900001.3000000.fasta	82628	859	230.456	195.452	0.660931	0.408578
Oryza_barthii_pi.1.23000001.23100000.fasta	74802	665	161.402	151.31	0.245874	0.407236
Oryza_barthii_pi.12.3000001.3100000.fasta	94150	1496	339.553	340.391	-0.00909433	0.420336
Oryza_barthii_pi.1.2300001.2400000.fasta	65533	440	82.1118	100.115	-0.661355	0.409571
Oryza_barthii_pi.12.300001.400000.fasta	83506	929	292.673	211.379	1.41969	0.431159
Oryza_barthii_pi.1.23100001.23200000.fasta	81022	1257	256.102	286.01	-0.386349	0.401262
Oryza_barthii_pi.12.3100001.3200000.fasta	93244	1196	233.552	272.131	-0.523706	0.416033
Oryza_barthii_pi.1.23200001.23300000.fasta	82263	1246	299.781	283.507	0.212072	0.433181
Oryza_barthii_pi.12.3200001.3300000.fasta	91844	1072	240.821	243.916	-0.0468743	0.422821
Oryza_barthii_pi.1.23300001.23400000.fasta	90443	685	146.993	155.861	-0.209779	0.430199
Oryza_barthii_pi.12.3300001.3400000.fasta	84606	1270	272.392	288.968	-0.211949	0.428031
Oryza_barthii_pi.1.23400001.23500000.fasta	75422	1228	335.565	279.412	0.74247	0.434683
Oryza_barthii_pi.12.3400001.3500000.fasta	96123	1151	264.263	261.892	0.0334456	0.410537
Oryza_barthii_pi.1.23500001.23600000.fasta	63674	804	206.824	182.937	0.481758	0.460648
Oryza_barthii_pi.12.3500001.3600000.fasta	89128	468	93.9823	106.486	-0.432028	0.406886
Oryza_barthii_pi.1.23600001.23700000.fasta	80173	2711	796.354	616.845	1.07663	0.422573
Oryza_barthii_pi.12.3600001.3700000.fasta	63036	862	231.287	196.134	0.661432	0.387058
Oryza_barthii_pi.1.23700001.23800000.fasta	89137	1002	185.523	227.989	-0.687753	0.435643
Oryza_barthii_pi.12.3700001.3800000.fasta	76220	1748	645.675	397.729	2.30488	0.402947
Oryza_barthii_pi.1.23800001.23900000.fasta	86877	1225	214.838	278.729	-0.846854	0.428378
Oryza_barthii_pi.12.3800001.3900000.fasta	78008	1066	387.62	242.551	2.20879	0.403068
Oryza_barthii_pi.1.23900001.24000000.fasta	92536	754	155.698	171.561	-0.341048	0.419223
Oryza_barthii_pi.12.3900001.4000000.fasta	90162	2616	535.449	595.229	-0.371545	0.417884
Oryza_barthii_pi.1.24000001.24100000.fasta	88515	963	197.864	219.115	-0.358058	0.418995
Oryza_barthii_pi.12.4000001.4100000.fasta	87347	881	173.675	200.457	-0.493103	0.437432
Oryza_barthii_pi.1.2400001.2500000.fasta	54355	317	74.3151	72.1283	0.111203	0.406393
Oryza_barthii_pi.12.400001.500000.fasta	93452	1062	300.272	241.641	0.896057	0.445356
Oryza_barthii_pi.1.24100001.24200000.fasta	91011	939	255.83	213.654	0.728729	0.438938
Oryza_barthii_pi.12.4100001.4200000.fasta	80470	561	97.7066	127.647	-0.863944	0.406112
Oryza_barthii_pi.1.24200001.24300000.fasta	95882	1316	416.1	299.435	1.43968	0.416568
Oryza_barthii_pi.12.4200001.4300000.fasta	61356	979	262.099	222.756	0.6521	0.456847
Oryza_barthii_pi.1.24300001.24400000.fasta	94440	1063	250.476	241.869	0.131424	0.430406
Oryza_barthii_pi.12.4300001.4400000.fasta	43634	608	143.21	138.341	0.12971	0.423114
Oryza_barthii_pi.1.24400001.24500000.fasta	94263	1164	283.615	264.85	0.261723	0.430861
Oryza_barthii_pi.12.4400001.4500000.fasta	86415	1058	228.404	240.731	-0.189108	0.400059
Oryza_barthii_pi.1.24500001.24600000.fasta	95847	721	152.2	164.052	-0.266427	0.416938
Oryza_barthii_pi.12.4500001.4600000.fasta	86922	1188	296.505	270.31	0.357983	0.388183
Oryza_barthii_pi.1.24600001.24700000.fasta	93624	1008	196.538	229.354	-0.528309	0.433014
Oryza_barthii_pi.12.4600001.4700000.fasta	60548	971	210.417	220.935	-0.175776	0.386191
Oryza_barthii_pi.1.24700001.24800000.fasta	88757	983	178.881	223.666	-0.739272	0.427415
Oryza_barthii_pi.12.4700001.4800000.fasta	93925	1499	369.613	341.073	0.309282	0.40984
Oryza_barthii_pi.1.24800001.24900000.fasta	93729	947	266.687	215.475	0.877412	0.433116
Oryza_barthii_pi.12.4800001.4900000.fasta	85608	1041	221.698	236.863	-0.23642	0.409453
Oryza_barthii_pi.1.24900001.25000000.fasta	96661	1648	498.915	374.976	1.22191	0.449073
Oryza_barthii_pi.12.4900001.5000000.fasta	69711	1793	435.688	407.968	0.251219	0.429621
Oryza_barthii_pi.1.25000001.25100000.fasta	92066	1073	262.481	244.144	0.277376	0.424471
Oryza_barthii_pi.12.5000001.5100000.fasta	86366	1128	261.559	256.658	0.0705314	0.398475
Oryza_barthii_pi.1.2500001.2600000.fasta	52513	372	91.0689	84.6426	0.278868	0.436395
